Text,Sentiment
"Cosmos recorded a 6.44% change in the last 24 hours, with a trading volume of $2740283.08 and market cap $161396958560.59. News sentiment score is -0.273 and social sentiment is -0.247.",Negative
"Avalanche recorded a 10.4% change in the last 24 hours, with a trading volume of $3531006.76 and market cap $779562759843.4. News sentiment score is -0.415 and social sentiment is 0.055.",Negative
"Ethereum recorded a 7.41% change in the last 24 hours, with a trading volume of $4095362.58 and market cap $53655786050492.16. News sentiment score is 0.203 and social sentiment is -0.144.",Negative
"Avalanche recorded a -0.99% change in the last 24 hours, with a trading volume of $1734137.8 and market cap $238663808208.79. News sentiment score is -0.119 and social sentiment is 0.149.",Negative
"Cosmos recorded a 7.42% change in the last 24 hours, with a trading volume of $1038791.13 and market cap $194938211088.25. News sentiment score is -0.141 and social sentiment is 0.53.",Negative
"Polygon recorded a 1.95% change in the last 24 hours, with a trading volume of $4160994.86 and market cap $21155180913.54. News sentiment score is 0.111 and social sentiment is 0.155.",Negative
"Polkadot recorded a 1.09% change in the last 24 hours, with a trading volume of $7201482.4 and market cap $87132735035.57. News sentiment score is 0.578 and social sentiment is 0.494.",Neutral
"Avalanche recorded a 5.66% change in the last 24 hours, with a trading volume of $5340336.56 and market cap $241625154593.31. News sentiment score is -0.032 and social sentiment is -0.072.",Negative
"Bitcoin recorded a -8.52% change in the last 24 hours, with a trading volume of $3337514.37 and market cap $678528648371652.9. News sentiment score is -0.513 and social sentiment is -0.073.",Negative
"Avalanche recorded a 3.06% change in the last 24 hours, with a trading volume of $3552712.73 and market cap $598772607383.39. News sentiment score is -0.165 and social sentiment is 0.022.",Negative
"Algorand recorded a 2.28% change in the last 24 hours, with a trading volume of $10556143.38 and market cap $3389046375.87. News sentiment score is -0.731 and social sentiment is -0.259.",Negative
"Bitcoin recorded a 6.91% change in the last 24 hours, with a trading volume of $3060538.09 and market cap $454948448329323.25. News sentiment score is 0.035 and social sentiment is -0.213.",Negative
"Solana recorded a 9.4% change in the last 24 hours, with a trading volume of $5666302.88 and market cap $287992819384.36. News sentiment score is 0.277 and social sentiment is 0.541.",Negative
"Cardano recorded a -3.94% change in the last 24 hours, with a trading volume of $7933598.97 and market cap $3111074139.38. News sentiment score is 0.003 and social sentiment is -0.285.",Negative
"Avalanche recorded a -0.7% change in the last 24 hours, with a trading volume of $8050519.46 and market cap $173711544994.53. News sentiment score is -0.284 and social sentiment is 0.198.",Negative
"Avalanche recorded a 10.2% change in the last 24 hours, with a trading volume of $15511914.23 and market cap $576679355111.09. News sentiment score is -0.562 and social sentiment is -0.746.",Negative
"Polygon recorded a 3.74% change in the last 24 hours, with a trading volume of $4111671.2 and market cap $3113003789.45. News sentiment score is -0.073 and social sentiment is 0.154.",Negative
"Polygon recorded a 7.1% change in the last 24 hours, with a trading volume of $9370347.03 and market cap $10435562853.01. News sentiment score is -0.303 and social sentiment is -0.536.",Negative
"Cosmos recorded a 0.64% change in the last 24 hours, with a trading volume of $1841551.33 and market cap $115962113474.14. News sentiment score is 0.51 and social sentiment is 0.476.",Neutral
"Polygon recorded a 8.71% change in the last 24 hours, with a trading volume of $1722019.95 and market cap $20617101391.97. News sentiment score is 0.224 and social sentiment is 0.209.",Negative
"Polkadot recorded a 3.88% change in the last 24 hours, with a trading volume of $19476146.53 and market cap $3721438854.83. News sentiment score is -0.184 and social sentiment is -0.34.",Negative
"Polkadot recorded a 10.07% change in the last 24 hours, with a trading volume of $4180971.09 and market cap $52930448693.03. News sentiment score is -0.219 and social sentiment is -0.035.",Negative
"Solana recorded a 0.32% change in the last 24 hours, with a trading volume of $2634715.52 and market cap $1424030082201.5. News sentiment score is 0.304 and social sentiment is 0.267.",Negative
"Solana recorded a -7.66% change in the last 24 hours, with a trading volume of $6382731.91 and market cap $827315652132.63. News sentiment score is -0.432 and social sentiment is -0.447.",Negative
"Ethereum recorded a 6.76% change in the last 24 hours, with a trading volume of $302488.72 and market cap $23960986711786.64. News sentiment score is 0.437 and social sentiment is -0.11.",Neutral
"Algorand recorded a 11.92% change in the last 24 hours, with a trading volume of $3876069.51 and market cap $2558309571.58. News sentiment score is -0.313 and social sentiment is -0.023.",Negative
"Cardano recorded a 6.73% change in the last 24 hours, with a trading volume of $11522472.5 and market cap $1780894101.69. News sentiment score is 0.25 and social sentiment is 0.336.",Negative
"Chainlink recorded a 0.33% change in the last 24 hours, with a trading volume of $15430414.11 and market cap $24620417654.99. News sentiment score is -0.608 and social sentiment is 0.116.",Negative
"Cardano recorded a -7.83% change in the last 24 hours, with a trading volume of $18266237.68 and market cap $8719565574.37. News sentiment score is 0.346 and social sentiment is -0.085.",Negative
"Polkadot recorded a -13.78% change in the last 24 hours, with a trading volume of $6035457.92 and market cap $61857030300.8. News sentiment score is 0.498 and social sentiment is 0.163.",Neutral
"Ethereum recorded a -8.7% change in the last 24 hours, with a trading volume of $20682767.28 and market cap $36379029668707.98. News sentiment score is -0.08 and social sentiment is -0.099.",Negative
"Polygon recorded a 7.46% change in the last 24 hours, with a trading volume of $16057110.85 and market cap $9682022692.88. News sentiment score is -0.147 and social sentiment is 0.021.",Negative
"Algorand recorded a 5.51% change in the last 24 hours, with a trading volume of $1745852.65 and market cap $1174602361.44. News sentiment score is 0.272 and social sentiment is -0.017.",Negative
"Avalanche recorded a 2.33% change in the last 24 hours, with a trading volume of $8972148.01 and market cap $370047775405.52. News sentiment score is -0.371 and social sentiment is -0.547.",Negative
"Solana recorded a -6.39% change in the last 24 hours, with a trading volume of $5711397.24 and market cap $1073361887460.78. News sentiment score is 0.119 and social sentiment is -0.204.",Negative
"Solana recorded a 15.09% change in the last 24 hours, with a trading volume of $4285997.65 and market cap $1348462668491.04. News sentiment score is -0.024 and social sentiment is -0.237.",Negative
"Algorand recorded a -1.46% change in the last 24 hours, with a trading volume of $2709510.91 and market cap $5889263318.26. News sentiment score is 0.001 and social sentiment is -0.094.",Negative
"Avalanche recorded a 6.15% change in the last 24 hours, with a trading volume of $3032309.06 and market cap $158377150538.34. News sentiment score is 0.158 and social sentiment is 0.371.",Negative
"Cosmos recorded a 4.88% change in the last 24 hours, with a trading volume of $5674549.97 and market cap $96438128294.67. News sentiment score is 0.21 and social sentiment is -0.113.",Negative
"Chainlink recorded a 12.16% change in the last 24 hours, with a trading volume of $5707301.68 and market cap $63362355950.74. News sentiment score is 0.319 and social sentiment is -0.046.",Negative
"Bitcoin recorded a 0.27% change in the last 24 hours, with a trading volume of $6100349.51 and market cap $697893786647305.2. News sentiment score is -0.378 and social sentiment is 0.032.",Negative
"Polkadot recorded a 4.53% change in the last 24 hours, with a trading volume of $3575564.18 and market cap $131187308172.24. News sentiment score is -0.257 and social sentiment is 0.829.",Negative
"Polygon recorded a 8.35% change in the last 24 hours, with a trading volume of $1504072.91 and market cap $16810492787.89. News sentiment score is -0.144 and social sentiment is -0.056.",Negative
"Polygon recorded a 6.44% change in the last 24 hours, with a trading volume of $26959353.86 and market cap $21199329821.93. News sentiment score is 0.275 and social sentiment is 0.1.",Negative
"Solana recorded a 11.73% change in the last 24 hours, with a trading volume of $3136171.33 and market cap $812364129261.88. News sentiment score is -0.015 and social sentiment is -0.152.",Negative
"Avalanche recorded a -1.03% change in the last 24 hours, with a trading volume of $1149143.63 and market cap $103980851547.47. News sentiment score is 0.253 and social sentiment is 0.009.",Negative
"Cardano recorded a -9.91% change in the last 24 hours, with a trading volume of $1536564.66 and market cap $6781709283.07. News sentiment score is -0.64 and social sentiment is -0.739.",Negative
"Algorand recorded a -9.35% change in the last 24 hours, with a trading volume of $6553406.44 and market cap $3051667347.41. News sentiment score is -0.21 and social sentiment is 0.167.",Negative
"Algorand recorded a 13.97% change in the last 24 hours, with a trading volume of $43523313.23 and market cap $3629799672.95. News sentiment score is -0.059 and social sentiment is -0.054.",Negative
"Cosmos recorded a -0.69% change in the last 24 hours, with a trading volume of $1209373.31 and market cap $253214466297.91. News sentiment score is 0.579 and social sentiment is 0.024.",Neutral
"Solana recorded a -2.02% change in the last 24 hours, with a trading volume of $6461296.03 and market cap $182207479963.41. News sentiment score is 0.008 and social sentiment is 0.197.",Negative
"Avalanche recorded a -2.42% change in the last 24 hours, with a trading volume of $2227377.27 and market cap $219823355403.53. News sentiment score is -0.348 and social sentiment is 0.16.",Negative
"Polkadot recorded a 0.77% change in the last 24 hours, with a trading volume of $2147497.96 and market cap $29305107806.38. News sentiment score is -0.111 and social sentiment is 0.071.",Negative
